date,HUFL,HULL,MUFL,MULL,OT
2016-07-03 11:00,12.123000145,5.3579998016,8.0659999847,2.4869999886,29.475000381
2016-07-03 12:00,9.9799995422,5.0229997635,6.8579998016,2.5590000153,26.802000046
2016-07-03 13:00,9.2430000305,4.9569997787,6.2899999619,2.6300001144,29.968000412
2016-07-03 14:00,10.180999756,5.4250001907,7.1779999733,3.0199999809,30.38999939
2016-07-03 15:00,9.6450004578,5.4250001907,7.1069998741,2.6649999619,31.163999557
2016-07-03 16:00,9.7790002823,4.8899998665,6.5029997826,2.9849998951,29.756999969
2016-07-03 17:00,11.119000435,5.1570000648,7.3200001717,2.9140000343,32.289001465
2016-07-03 18:00,11.052000046,4.9569997787,7.390999794,2.5230000019,31.937999725
2016-07-03 19:00,10.784000397,4.8899998665,7.2140002251,2.4869999886,28.561000824
2016-07-03 20:00,11.18599987,4.8899998665,7.1779999733,2.3450000286,21.525999069
2016-07-03 21:00,10.449000359,4.8899998665,6.6100001335,2.3099999428,22.229999542
2016-07-03 22:00,9.5780000687,5.7600002289,6.7870001793,3.1270000935,19.416000366
2016-07-03 23:00,9.3100004196,5.7600002289,6.6100001335,3.0559999943,18.572000504
2016-07-04 0:00,9.9130001068,5.8940000534,6.2540001869,2.6300001144,21.666999817
2016-07-04 1:00,8.9750003815,4.9569997787,6.2899999619,2.6649999619,25.535999298
2016-07-04 2:00,8.6400003433,4.8229999542,6.1479997635,2.5940001011,27.857000351
2016-07-04 3:00,9.1759996414,5.492000103,5.5789999962,2.381000042,27.927999496
2016-07-04 4:00,9.109000206,4.8229999542,5.6500000954,2.5230000019,24.62100029
2016-07-04 5:00,9.8459997177,5.5590000153,5.9699997902,2.9489998817,23.847999573
2016-07-04 6:00,11.588000298,5.4250001907,7.390999794,2.8069999218,23.073999405
2016-07-04 7:00,11.788000107,6.0949997902,7.2140002251,2.9849998951,22.51099968
2016-07-04 8:00,10.583000183,5.9609999657,7.1430001259,2.9140000343,21.666999817
2016-07-04 9:00,11.588000298,6.2960000038,7.5689997673,3.0559999943,25.395000458
2016-07-04 10:00,11.921999931,6.2290000916,7.7109999657,3.0559999943,25.184000015
2016-07-04 11:00,12.324000359,5.5590000153,8.4219999313,3.2339999676,29.545999527
2016-07-04 12:00,10.381999969,5.8940000534,6.8579998016,2.6300001144,29.475000381
2016-07-04 13:00,10.046999931,5.4250001907,6.751999855,3.0199999809,29.263999939
2016-07-04 14:00,10.515999794,6.0279998779,7.1069998741,3.3759999275,30.952999115
2016-07-04 15:00,10.717000008,6.0949997902,6.7870001793,3.0199999809,31.725999832
2016-07-04 16:00,9.9799995422,5.0229997635,6.5029997826,2.5590000153,33.13299942
2016-07-04 17:00,11.319999695,5.0900001526,7.3559999466,2.4519999027,28.982999802
2016-07-04 18:00,11.387000084,4.9569997787,7.3559999466,2.4519999027,28.982999802
2016-07-04 19:00,9.376999855,3.8849999905,6.8940000534,2.239000082,31.725999832
2016-07-04 20:00,10.11400032,4.0859999657,7.1430001259,2.239000082,25.184000015
2016-07-04 21:00,10.381999969,4.8229999542,6.8940000534,2.3099999428,30.531000137
2016-07-04 22:00,9.6450004578,4.8899998665,6.6100001335,1.9190000296,27.645999908
2016-07-04 23:00,12.725999832,6.4970002174,9.3459997177,3.4820001125,25.465999603
2016-07-05 0:00,11.98900032,5.6259999275,8.7770004272,2.9489998817,25.958000183
2016-07-05 1:00,12.524999619,6.2960000038,8.9549999237,3.1630001068,25.958000183
2016-07-05 2:00,12.324000359,6.2960000038,8.8129997253,3.3759999275,26.027999878
2016-07-05 3:00,10.717000008,5.4250001907,8.0659999847,2.878000021,28.913000107
2016-07-05 4:00,11.319999695,5.6259999275,7.6760001183,2.6300001144,30.459999084
2016-07-05 5:00,10.850999832,4.6890001297,6.8229999542,1.8830000162,31.375
2016-07-05 6:00,13.329000473,5.4250001907,8.8839998245,2.736000061,32.782001495
2016-07-05 7:00,11.454000473,5.2239999771,7.853000164,2.7720000744,31.725999832
2016-07-05 8:00,11.052000046,5.9609999657,7.4619998932,3.1270000935,30.319999695
2016-07-05 9:00,10.984999657,6.0279998779,7.5329999924,2.7009999752,30.459999084
2016-07-05 10:00,12.793000221,5.9609999657,8.5640001297,3.4470000267,32.922000885
2016-07-05 11:00,13.395999908,6.4299998283,8.7419996262,3.4820001125,31.093000412
2016-07-05 12:00,11.253000259,5.4250001907,7.6760001183,2.736000061,25.677000046
2016-07-05 13:00,9.9130001068,4.5549998283,6.6810002327,2.3099999428,27.153999329
2016-07-05 14:00,10.180999756,5.3579998016,7.3200001717,2.4869999886,28.771999359
2016-07-05 15:00,10.850999832,5.2239999771,7.2490000725,2.4159998894,30.600999832
2016-07-05 16:00,10.046999931,5.0229997635,6.8940000534,2.736000061,32.00799942
2016-07-05 17:00,11.921999931,5.4250001907,7.9239997864,2.878000021,33.13299942
2016-07-05 18:00,11.454000473,4.9569997787,7.4619998932,2.3450000286,31.51499939
2016-07-05 19:00,10.850999832,4.6890001297,7.0710000992,2.3450000286,31.023000717
2016-07-05 20:00,11.18599987,4.6220002174,7.2849998474,2.2030000687,31.444999695
2016-07-05 21:00,10.649999619,4.6890001297,6.8940000534,2.1679999828,31.725999832
2016-07-05 22:00,9.9799995422,4.3540000916,6.6449999809,1.9190000296,30.952999115
2016-07-05 23:00,11.854999542,5.7600002289,7.8179998398,2.7009999752,30.459999084
2016-07-06 0:00,10.381999969,5.0900001526,6.4670000076,2.8429999352,28.913000107
2016-07-06 1:00,10.717000008,5.4250001907,7.498000145,2.3099999428,30.38999939
2016-07-06 2:00,10.850999832,5.3579998016,7.8179998398,2.878000021,31.51499939
2016-07-06 3:00,9.7790002823,5.1570000648,5.9699997902,2.3450000286,31.233999252
2016-07-06 4:00,9.376999855,4.4879999161,6.2540001869,2.2739999294,30.531000137
2016-07-06 5:00,11.387000084,5.5590000153,7.853000164,2.8429999352,30.108999252
2016-07-06 6:00,11.854999542,4.4879999161,8.2089996338,2.0969998837,30.319999695
2016-07-06 7:00,12.524999619,6.1620001793,9.1319999695,3.625,29.615999222
2016-07-06 8:00,12.725999832,6.3629999161,9.3459997177,3.3759999275,30.531000137
2016-07-06 9:00,11.119000435,4.756000042,7.1779999733,2.1319999695,32.993000031
2016-07-06 10:00,11.788000107,4.8899998665,8.0310001373,2.4519999027,30.249000549
2016-07-06 11:00,13.128000259,4.9569997787,8.670999527,2.7720000744,30.249000549
2016-07-06 12:00,10.583000183,4.756000042,7,2.0610001087,30.670999527
2016-07-06 13:00,10.31499958,5.2909998894,7.498000145,2.3450000286,31.586000443
2016-07-06 14:00,9.4440002441,5.0229997635,6.9650001526,2.2030000687,31.937999725
2016-07-06 15:00,10.449000359,4.2199997902,7,2.381000042,28.982999802
2016-07-06 16:00,9.8459997177,4.0859999657,7.0710000992,1.9190000296,27.716999054
2016-07-06 17:00,10.984999657,4.756000042,7.6399998665,2.6300001144,30.670999527
2016-07-06 18:00,10.717000008,4.2870001793,7.3200001717,2.0969998837,24.340000153
2016-07-06 19:00,9.1759996414,3.5499999523,6.0050001144,1.5640000105,29.686000824
2016-07-06 20:00,9.6450004578,4.1529998779,6.2540001869,1.4570000172,30.249000549
2016-07-06 21:00,8.5059995651,2.8800001144,5.4369997978,0.74599999189,29.968000412
2016-07-06 22:00,10.515999794,3.3489999771,7.1069998741,1.2790000439,29.545999527
2016-07-06 23:00,13.395999908,4.6890001297,10.234000206,2.381000042,28.490999222
2016-07-07 0:00,12.592000008,5.1570000648,9.204000473,2.3099999428,28.561000824
2016-07-07 1:00,14.199999809,6.2290000916,11.194000244,3.4470000267,28.771999359
2016-07-07 2:00,12.592000008,6.2290000916,10.909000397,3.6960000992,27.716999054
2016-07-07 3:00,14.267000198,6.3629999161,11.121999741,3.8729999065,28.138999939
2016-07-07 4:00,12.592000008,5.0900001526,9.204000473,2.7720000744,27.364999771
2016-07-07 5:00,13.730999947,5.6259999275,10.661000252,2.9849998951,26.732000351
2016-07-07 6:00,15.137000084,5.7600002289,11.229000092,2.9489998817,26.379999161
2016-07-07 7:00,14.267000198,5.9609999657,10.80300045,3.1979999542,25.395000458
2016-07-07 8:00,12.524999619,5.0900001526,9.3100004196,3.0559999943,27.927999496
2016-07-07 9:00,12.324000359,5.5590000153,8.670999527,2.8429999352,28.982999802
2016-07-07 10:00,13.262000084,6.0949997902,9.8079996109,2.8429999352,29.756999969
2016-07-07 11:00,12.324000359,4.9569997787,8.2440004349,2.5590000153,30.600999832
2016-07-07 12:00,9.6450004578,3.617000103,6.7870001793,1.5989999771,32.64099884
2016-07-07 13:00,10.515999794,4.5549998283,7.390999794,2.1319999695,35.384998322
2016-07-07 14:00,9.376999855,3.8180000782,6.5739998817,1.5640000105,37.284000397
2016-07-07 15:00,9.109000206,3.6840000153,6.6100001335,1.5989999771,38.479999542
2016-07-07 16:00,9.2430000305,3.4159998894,6.5380001068,1.7059999704,36.791000366
2016-07-07 17:00,10.449000359,4.2199997902,7.3200001717,2.0969998837,34.118000031
2016-07-07 18:00,11.052000046,4.2870001793,7.6040000916,1.9900000095,33.837001801
2016-07-07 19:00,10.11400032,4.0859999657,6.8579998016,1.9539999962,33.27399826
2016-07-07 20:00,11.119000435,4.1529998779,7.4270000458,1.9190000296,32.922000885
2016-07-07 21:00,10.449000359,3.2820000648,7.1069998741,1.2790000439,33.625999451
2016-07-07 22:00,10.515999794,3.8849999905,7.3559999466,1.5989999771,32.64099884
2016-07-07 23:00,11.854999542,5.3579998016,8.8839998245,3.1979999542,31.586000443
2016-07-08 0:00,11.854999542,4.756000042,8.8839998245,2.9849998951,31.093000412
2016-07-08 1:00,10.381999969,4.756000042,7.9949998856,2.6300001144,30.74200058
2016-07-08 2:00,11.18599987,5.2239999771,8.7060003281,2.5940001011,29.334999084
2016-07-08 3:00,10.248000145,4.5549998283,7.7470002174,2.736000061,28.771999359
2016-07-08 4:00,10.918000221,4.0859999657,8.2440004349,2.5940001011,29.124000549
2016-07-08 5:00,12.659000397,5.2239999771,9.4169998169,2.7009999752,29.263999939
2016-07-08 6:00,13.597000122,5.4250001907,9.7370004654,2.9849998951,29.405000687
2016-07-08 7:00,10.381999969,4.0859999657,7.2140002251,2.0250000954,28.913000107
2016-07-08 8:00,9.9799995422,4.5549998283,6.7160000801,2.2739999294,29.896999359
2016-07-08 9:00,9.6450004578,4.0190000534,6.8940000534,2.5940001011,30.531000137
2016-07-08 10:00,11.720999718,4.756000042,7.9949998856,2.1679999828,30.670999527
2016-07-08 11:00,11.788000107,4.2199997902,8.0310001373,2.1319999695,30.670999527
2016-07-08 12:00,10.449000359,4.0859999657,7.3559999466,1.8120000362,31.093000412
2016-07-08 13:00,10.180999756,3.4159998894,6.8579998016,1.7410000563,30.881999969
2016-07-08 14:00,12.927000046,5.0229997635,6.751999855,1.5279999971,32.710998535
2016-07-08 15:00,10.180999756,4.2199997902,6.5739998817,1.7410000563,34.750999451
2016-07-08 16:00,9.4440002441,3.5499999523,6.6100001335,1.2790000439,34.400001526
2016-07-08 17:00,10.31499958,4.0859999657,7.1779999733,2.0969998837,34.328998566
2016-07-08 18:00,10.717000008,3.8849999905,7.1069998741,1.7410000563,33.625999451
2016-07-08 19:00,10.180999756,3.617000103,6.4670000076,1.4210000038,33.555999756
2016-07-08 20:00,11.854999542,4.0859999657,7.6399998665,1.5640000105,32.782001495
2016-07-08 21:00,12.725999832,4.3540000916,8.2440004349,2.1319999695,32.14899826
2016-07-08 22:00,14.065999985,5.3579998016,9.6660003662,2.239000082,31.233999252
2016-07-08 23:00,18.152000427,8.8409996033,12.402000427,4.1929998398,30.531000137
2016-07-09 0:00,14.602000237,5.9609999657,11.300000191,3.3399999142,30.952999115
2016-07-09 1:00,14.534999847,6.1620001793,11.690999985,3.9089999199,30.319999695
2016-07-09 2:00,14.401000023,6.2960000038,11.727000237,3.9440000057,29.405000687
2016-07-09 3:00,13.998999596,6.4970002174,10.944999695,3.1979999542,28.701999664
2016-07-09 4:00,14.065999985,6.2960000038,11.300000191,3.4820001125,28.771999359
2016-07-09 5:00,14.267000198,5.4250001907,10.838000298,3.0199999809,28.913000107
2016-07-09 6:00,14.602000237,5.6929998398,10.873999596,3.0559999943,28.278999329
2016-07-09 7:00,9.109000206,2.6119999886,6.3959999084,1.0659999847,28.631000519
2016-07-09 8:00,11.454000473,3.4159998894,8.279999733,1.1019999981,28.771999359
2016-07-09 9:00,9.7790002823,3.5499999523,6.0050001144,1.7059999704,29.968000412
2016-07-09 10:00,10.850999832,4.2199997902,6.5739998817,1.243999958,29.756999969
2016-07-09 11:00,10.515999794,3.4830000401,6.6100001335,1.3500000238,30.319999695
2016-07-09 12:00,9.7790002823,3.617000103,5.8990001678,0.85299998522,31.444999695
2016-07-09 13:00,10.248000145,3.7509999275,6.6100001335,1.243999958,30.74200058
2016-07-09 14:00,9.6450004578,4.0190000534,6.8229999542,1.5640000105,31.656000137
2016-07-09 15:00,9.5780000687,3.8180000782,6.361000061,1.4919999838,32.289001465
2016-07-09 16:00,11.98900032,4.1529998779,6.4320001602,1.5279999971,32.85200119
2016-07-09 17:00,10.784000397,3.8180000782,6.6449999809,1.2079999447,32.077999115
2016-07-09 18:00,10.11400032,3.4159998894,6.2540001869,1.2079999447,31.86700058
2016-07-09 19:00,9.4440002441,3.1480000019,5.9699997902,1.1019999981,31.375
2016-07-09 20:00,11.319999695,3.4830000401,7.4270000458,1.8120000362,30.881999969
2016-07-09 21:00,13.529999733,4.756000042,9.5229997635,2.7009999752,30.881999969
2016-07-09 22:00,12.458000183,5.8270001411,8.9189996719,3.5529999733,29.968000412
2016-07-09 23:00,13.329000473,5.3579998016,9.5939998627,2.4519999027,29.968000412
2016-07-10 0:00,15.270999908,6.2290000916,9.7370004654,2.736000061,29.475000381
2016-07-10 1:00,15.538999557,6.0949997902,10.517999649,3.1630001068,29.334999084
2016-07-10 2:00,15.137000084,6.3629999161,9.6300001144,3.2339999676,29.826999664
2016-07-10 3:00,14.401000023,5.8940000534,8.4930000305,2.9849998951,29.124000549
2016-07-10 4:00,14.133000374,5.1570000648,8.5989999771,2.4519999027,28.561000824
2016-07-10 5:00,13.998999596,4.3540000916,8.7060003281,2.1319999695,28.631000519
2016-07-10 6:00,14.937000275,5.6259999275,9.0260000229,1.9190000296,27.787000656
2016-07-10 7:00,13.329000473,4.5549998283,7.7109999657,1.4570000172,27.506000519
2016-07-10 8:00,10.850999832,4.5549998283,7.3200001717,2.2030000687,28.068000793
2016-07-10 9:00,9.8459997177,4.2870001793,6.8579998016,1.8120000362,29.615999222
2016-07-10 10:00,10.248000145,3.9519999027,6.8579998016,1.7059999704,29.475000381
2016-07-10 11:00,11.854999542,4.0190000534,7.6040000916,1.8120000362,29.052999496
2016-07-10 12:00,8.5729999542,3.2820000648,5.5789999962,1.1369999647,29.475000381
2016-07-10 13:00,8.6400003433,3.0810000896,5.507999897,1.0310000181,29.124000549
2016-07-10 14:00,8.3059997559,2.4110000134,5.1880002022,0.71100002527,29.686000824
2016-07-10 15:00,8.7740001678,3.3489999771,6.1479997635,1.3500000238,31.023000717
2016-07-10 16:00,8.0380001068,2.5450000763,5.6149997711,0.88800001144,31.163999557
2016-07-10 17:00,9.1759996414,2.7460000515,6.2899999619,1.1369999647,30.670999527
2016-07-10 18:00,9.4440002441,3.2149999142,6.3959999084,1.4210000038,29.968000412
2016-07-10 19:00,8.5059995651,2.8800001144,5.7919998169,1.1019999981,30.179000854
2016-07-10 20:00,10.046999931,3.0810000896,6.8579998016,1.2790000439,29.475000381
2016-07-10 21:00,9.7119998932,2.0759999752,6.3959999084,0.60399997234,29.405000687
2016-07-10 22:00,9.9799995422,3.0810000896,7,1.3150000572,28.208999634
2016-07-10 23:00,9.9799995422,3.5499999523,7.2140002251,1.8830000162,29.124000549
2016-07-11 0:00,13.597000122,5.3579998016,8.9899997711,2.7009999752,28.561000824
2016-07-11 1:00,13.597000122,4.8899998665,8.4930000305,1.9190000296,29.194000244
2016-07-11 2:00,12.123000145,4.0859999657,7.0710000992,1.7769999504,28.561000824
2016-07-11 3:00,11.98900032,3.9519999027,7.5689997673,1.5989999771,29.263999939
2016-07-11 4:00,11.98900032,4.2199997902,7.5689997673,1.5989999771,29.052999496
2016-07-11 5:00,12.994000435,4.4210000038,7.853000164,1.5989999771,28.913000107
2016-07-11 6:00,13.798000336,4.0859999657,8.1379995346,2.0969998837,29.826999664
2016-07-11 7:00,12.994000435,4.1529998779,8.1730003357,2.0250000954,29.826999664
2016-07-11 8:00,9.9799995422,3.8180000782,7.2490000725,1.5640000105,29.194000244
2016-07-11 9:00,10.11400032,3.8849999905,6.6449999809,1.6699999571,30.881999969
2016-07-11 10:00,9.8459997177,3.3489999771,6.7870001793,1.8120000362,31.233999252
2016-07-11 11:00,10.984999657,3.617000103,7.1430001259,1.5989999771,32.21900177
2016-07-11 12:00,8.3719997406,2.8129999638,5.507999897,0.56900000572,32.993000031
2016-07-11 13:00,8.9079999924,2.8800001144,5.7919998169,0.74599999189,33.907001495
2016-07-11 14:00,9.0419998169,3.013999939,6.2899999619,0.99500000477,34.750999451
2016-07-11 15:00,9.2430000305,3.2149999142,6.361000061,1.0310000181,34.750999451
2016-07-11 16:00,8.2390003204,2.8129999638,5.7210001945,1.243999958,34.821998596
2016-07-11 17:00,8.9750003815,2.8800001144,5.9340000153,1.243999958,34.891998291
2016-07-11 18:00,8.5059995651,2.3440001011,5.5789999962,0.74599999189,33.34400177
2016-07-11 19:00,7.8369998932,2.0759999752,5.2239999771,0.53299999237,31.656000137
2016-07-11 20:00,9.1759996414,1.9420000315,6.1830000877,0.60399997234,33.48500061
2016-07-11 21:00,9.1759996414,2.0090000629,6.2189998627,0.60399997234,32.64099884
2016-07-11 22:00,8.3719997406,3.013999939,6.2899999619,1.2079999447,32.5
2016-07-11 23:00,10.918000221,3.5499999523,9.0260000229,2.3099999428,33.062999725
2016-07-12 0:00,11.520999908,3.5499999523,9.5939998627,2.3099999428,33.48500061
2016-07-12 1:00,11.520999908,4.1529998779,9.5939998627,2.7009999752,33.695999146
2016-07-12 2:00,12.123000145,4.5549998283,10.340999603,3.4820001125,33.555999756
2016-07-12 3:00,11.921999931,4.0859999657,10.163000107,2.9489998817,33.34400177
2016-07-12 4:00,11.720999718,3.8180000782,9.5229997635,2.4519999027,32.993000031
2016-07-12 5:00,11.119000435,3.3489999771,8.9189996719,2.4159998894,33.34400177
2016-07-12 6:00,11.119000435,3.8180000782,8.6350002289,1.8480000496,33.907001495
2016-07-12 7:00,9.4440002441,2.2769999504,6.8940000534,1.3860000372,33.203998566
2016-07-12 8:00,8.7069997787,3.0810000896,6.6810002327,1.5989999771,34.188999176
2016-07-12 9:00,8.9079999924,2.4110000134,6.4670000076,1.5279999971,35.946998596
2016-07-12 10:00,10.11400032,2.6789999008,6.9650001526,1.4210000038,36.368999481
2016-07-12 11:00,10.850999832,3.013999939,7.3200001717,1.7769999504,36.088001251
2016-07-12 12:00,9.376999855,1.875,6.0050001144,0.95899999142,36.088001251
2016-07-12 13:00,9.7790002823,2.3440001011,6.2540001869,0.49700000882,36.229000092
2016-07-12 14:00,9.5109996796,2.0090000629,6.4670000076,0.95899999142,38.409000397
2016-07-12 15:00,9.2430000305,2.8129999638,6.8229999542,0.88800001144,39.604999542
2016-07-12 16:00,8.7740001678,1.9420000315,6.1119999886,0.4620000124,40.097999573
2016-07-12 17:00,9.6450004578,2.6789999008,6.3959999084,1.1369999647,40.520000458
2016-07-12 18:00,9.109000206,2.1429998875,5.9699997902,0.60399997234,37.847000122
2016-07-12 19:00,8.5729999542,1.875,5.507999897,0.4620000124,37.354000092
2016-07-12 20:00,10.850999832,2.1429998875,7.1430001259,0.53299999237,36.018001556
2016-07-12 21:00,10.984999657,2.1429998875,7.2849998474,0.60399997234,36.158000946
2016-07-12 22:00,12.793000221,2.7460000515,9.8079996109,1.7059999704,36.018001556
2016-07-12 23:00,16.00799942,5.6929998398,13.112000465,3.4820001125,36.229000092
2016-07-13 0:00,19.156000137,6.2290000916,13.717000008,4.0149998665,36.509998322
2016-07-13 1:00,16.812000275,5.8940000534,12.18900013,3.4110000134,36.721000671
2016-07-13 2:00,17.615999222,5.9609999657,12.722000122,3.5889999866,36.580001831
2016-07-13 3:00,16.343000412,5.7600002289,11.37100029,2.9489998817,37.706001282
2016-07-13 4:00,18.017999649,7.0999999046,13.468000412,3.9089999199,37.706001282
2016-07-13 5:00,18.152000427,7.0329999924,13.397000313,4.0869998932,37.636001587
2016-07-13 6:00,16.208999634,4.8229999542,10.517999649,2.7009999752,37.002998352
2016-07-13 7:00,13.463000298,4.0859999657,8.0659999847,1.4570000172,38.549999237
2016-07-13 8:00,10.31499958,3.4159998894,6.9289999008,1.3150000572,38.057998657
2016-07-13 9:00,8.8409996033,3.1480000019,6.751999855,1.4570000172,37.002998352
2016-07-13 10:00,10.248000145,3.2820000648,6.6100001335,1.1729999781,37.002998352
2016-07-13 11:00,8.5729999542,2.0090000629,6.5029997826,0.85299998522,29.826999664
2016-07-13 12:00,8.7740001678,2.1429998875,5.7210001945,0.42599999905,32.85200119
2016-07-13 13:00,9.5109996796,1.6080000401,6.0409998894,0.42599999905,36.158000946
2016-07-13 14:00,8.7740001678,2.0759999752,6.0409998894,0.81699997187,35.806999207
2016-07-13 15:00,9.3100004196,2.1429998875,6.2189998627,0.99500000477,37.776000977
2016-07-13 16:00,8.3059997559,2.2769999504,5.7210001945,0.9240000248,39.534999847
2016-07-13 17:00,8.9750003815,2.2769999504,5.9699997902,0.78200000525,38.269001007
2016-07-13 18:00,8.8409996033,2.1429998875,5.7210001945,0.60399997234,34.750999451
2016-07-13 19:00,9.0419998169,2.3440001011,5.8629999161,0.60399997234,33.766998291
2016-07-13 20:00,11.253000259,2.6119999886,7.1779999733,0.85299998522,32.85200119
2016-07-13 21:00,11.98900032,3.4159998894,8.5989999771,2.1679999828,33.13299942
2016-07-13 22:00,12.524999619,3.8180000782,9.6300001144,1.5989999771,34.328998566
2016-07-13 23:00,13.597000122,4.6220002174,10.979999542,2.8429999352,35.384998322
2016-07-14 0:00,14.602000237,5.3579998016,11.194000244,2.878000021,34.540000916
2016-07-14 1:00,13.463000298,4.5549998283,10.873999596,2.9849998951,32.710998535
2016-07-14 2:00,12.256999969,3.8849999905,9.5229997635,2.1319999695,33.907001495
2016-07-14 3:00,12.256999969,4.6890001297,10.661000252,2.9849998951,34.680999756
2016-07-14 4:00,11.588000298,3.6840000153,8.8479995728,1.7059999704,35.666000366
